Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,04/21/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/19",-100.00,DEBIT_CARD,7188.84,,
DEBIT,04/21/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        04/18",-297.00,DEBIT_CARD,7288.84,,
DEBIT,04/21/2025,"POPPY AI GETPOPPY.AI CA                      04/18",-374.00,DEBIT_CARD,7585.84,,
DEBIT,04/21/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/18",-11.10,DEBIT_CARD,7959.84,,
DEBIT,04/21/2025,"TRYRAZ.COM WWW.TRYRAZ.CO DE                  04/18",-1000.00,DEBIT_CARD,7970.94,,
DEBIT,04/21/2025,"PK MEDIA LLC WWW.PKMEDIASE WA                04/18",-1000.00,DEBIT_CARD,8970.94,,
DEBIT,04/17/2025,"CLOSEBOT.AI WWW.CLOSEBOT. WA                 04/16",-5.13,DEBIT_CARD,9970.94,,
DEBIT,04/17/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        04/16",-40.00,DEBIT_CARD,9976.07,,
DEBIT,04/16/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250416 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028849595 EED:250416   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   70569064 TRN: 1068849595TC",-800.00,MISC_DEBIT,10016.07,,
CREDIT,04/16/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010384956 EED:250416   IND ID:ST-V4X1G0N0I4V2              IND NAME:GABRIEL GOERTZEN TRN: 1060384956TC",28.67,ACH_CREDIT,10816.07,,
CREDIT,04/16/2025,"ORIG CO NAME:STRIPE                 ORIG ID:6270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010384466 EED:250416   IND ID:ST-E4K9Y7P9F6Q0              IND NAME:GABRIEL GOERTZEN TRN: 1060384466TC",11200.00,ACH_CREDIT,10787.40,,
DEBIT,04/15/2025,"OVERDRAFT FEE FOR A $10.00 RECURRING CARD PURCHASE - DETAILS:       0412HIGHLEVEL INC. GOHIGHLEVEL.C TX      0############9655                                                                                           01247",-34.00,FEE_TRANSACTION,-412.60,,
DEBIT,04/15/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/14",-100.00,DEBIT_CARD,-378.60,,
DEBIT,04/15/2025,"TWILIO INC TWILIO.COM CA                     04/14",-90.51,DEBIT_CARD,-278.60,,
DEBIT,04/14/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/12",-10.00,DEBIT_CARD,-188.09,,
DEBIT,04/11/2025,"OVERDRAFT FEE FOR A $100.00 RECURRING CARD PURCHASE - DETAILS:       0409HIGHLEVEL INC. GOHIGHLEVEL.C TX      0############9655                                                                                           01247",-34.00,FEE_TRANSACTION,-178.09,,
DEBIT,04/10/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/09",-100.00,DEBIT_CARD,-144.09,,
DEBIT,04/10/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        04/09",-40.00,DEBIT_CARD,-44.09,,
DEBIT,04/09/2025,"OPUS VIRTUAL OFFICES L 561-9886900 FL        04/08",-99.00,DEBIT_CARD,-4.09,,
DEBIT,04/08/2025,"FANBASIS* STEAL MY AG FANBASIS.COM FL        04/08",-500.00,DEBIT_CARD,94.91,,
DEBIT,04/08/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/08",-34.12,DEBIT_CARD,594.91,,
DEBIT,04/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               04/07",-38.38,DEBIT_CARD,629.03,,
DEBIT,04/07/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029223237 EED:250407   IND ID:ST-A4Y5V5O1X4Q2              IND NAME:GABRIEL GOERTZEN TRN: 0979223237TC",-2100.00,ACH_DEBIT,667.41,,
DEBIT,04/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        04/07",-497.00,DEBIT_CARD,2767.41,,
DEBIT,04/07/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/06",-10.20,DEBIT_CARD,3264.41,,
DEBIT,04/04/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250404 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022929549 EED:250404   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   69924188 TRN: 0942929549TC",-2300.00,MISC_DEBIT,3274.61,,
DEBIT,04/04/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/04",-100.00,DEBIT_CARD,5574.61,,
CREDIT,04/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025294975 EED:250404   IND ID:ST-N0T4W2N5V7I1              IND NAME:GABRIEL GOERTZEN TRN: 0945294975TC",4466.00,ACH_CREDIT,5674.61,,
DEBIT,04/03/2025,"TWILIO INC TWILIO.COM CA                     04/02",-90.04,DEBIT_CARD,1208.61,,
DEBIT,04/02/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/02",-11.10,DEBIT_CARD,1298.65,,
DEBIT,04/01/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        03/31",-40.00,DEBIT_CARD,1309.75,,
DEBIT,04/01/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        03/31",-40.00,DEBIT_CARD,1349.75,,
DEBIT,03/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1389.75,,
DEBIT,03/31/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/30",-100.00,DEBIT_CARD,1404.75,,
DEBIT,03/31/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/28",-11.10,DEBIT_CARD,1504.75,,
DEBIT,03/28/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250328 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023174830 EED:250328   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   69483758 TRN: 0873174830TC",-143.16,MISC_DEBIT,1515.85,,
DEBIT,03/28/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 24209483964 reference#: 9209483964RX 03/28",-1000.00,ACCT_XFER,1659.01,,
DEBIT,03/28/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 24209450933 reference#: 9209450933RX 03/28",-1000.00,ACCT_XFER,2659.01,,
DEBIT,03/27/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016746648 EED:250327   IND ID:ST-S1O8R9C3J1Z7              IND NAME:GABRIEL GOERTZEN TRN: 0866746648TC",-1450.00,ACH_DEBIT,3659.01,,
DEBIT,03/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014296326 EED:250326   IND ID:ST-A7B5J9N0B1E4              IND NAME:GABRIEL GOERTZEN TRN: 0854296326TC",-2100.00,ACH_DEBIT,5109.01,,
DEBIT,03/26/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/25",-11.10,DEBIT_CARD,7209.01,,
DEBIT,03/25/2025,"TFU/CALLCENTERMASTERY HIGH WYCOMBE           03/25",-199.00,DEBIT_CARD,7220.11,,
DEBIT,03/25/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/24",-100.00,DEBIT_CARD,7419.11,,
CREDIT,03/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018482256 EED:250324   IND ID:ST-S1E2W5A1R3I1              IND NAME:GABRIEL GOERTZEN TRN: 0838482256TC",2028.30,ACH_CREDIT,7519.11,,
DEBIT,03/21/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/21",-11.10,DEBIT_CARD,5490.81,,
DEBIT,03/20/2025,"NOTION LABS, INC. NOTION.SO CA               03/19",-22.00,DEBIT_CARD,5501.91,,
DEBIT,03/20/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/19",-100.00,DEBIT_CARD,5523.91,,
DEBIT,03/19/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        03/18",-297.00,DEBIT_CARD,5623.91,,
DEBIT,03/18/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250318 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022153805 EED:250318   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68939782 TRN: 0772153805TC",-400.00,MISC_DEBIT,5920.91,,
DEBIT,03/18/2025,"TWILIO INC TWILIO.COM CA                     03/17",-90.70,DEBIT_CARD,6320.91,,
CREDIT,03/18/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013133405 EED:250318   IND ID:ST-Z3O0P0R9N0O1              IND NAME:GABRIEL GOERTZEN TRN: 0773133405TC",4854.70,ACH_CREDIT,6411.61,,
DEBIT,03/17/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250317 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023095296 EED:250317   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68798222 TRN: 0763095296TC",-352.93,MISC_DEBIT,1556.91,,
DEBIT,03/17/2025,"CLOSEBOT.AI WWW.CLOSEBOT. WA                 03/16",-397.00,DEBIT_CARD,1909.84,,
DEBIT,03/17/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/14",-100.00,DEBIT_CARD,2306.84,,
DEBIT,03/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250312 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024922531 EED:250312   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68606933 TRN: 0714922531TC",-30.61,MISC_DEBIT,2406.84,,
DEBIT,03/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250312 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024922521 EED:250312   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68606813 TRN: 0714922521TC",-33.57,MISC_DEBIT,2437.45,,
DEBIT,03/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250312 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024922513 EED:250312   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68606747 TRN: 0714922513TC",-35.65,MISC_DEBIT,2471.02,,
DEBIT,03/12/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/11",-100.00,DEBIT_CARD,2506.67,,
DEBIT,03/11/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 24022772110 reference#: 9022772110RX 03/11",-2000.00,ACCT_XFER,2606.67,,
DEBIT,03/10/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250310 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026934890 EED:250310   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68488366 TRN: 0696934890TC",-33.00,MISC_DEBIT,4606.67,,
DEBIT,03/10/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250310 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026934838 EED:250310   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68486744 TRN: 0696934838TC",-480.00,MISC_DEBIT,4639.67,,
DEBIT,03/10/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250310 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026934826 EED:250310   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68486570 TRN: 0696934826TC",-800.00,MISC_DEBIT,5119.67,,
DEBIT,03/10/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250310 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026934816 EED:250310   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68486472 TRN: 0696934816TC",-1000.00,MISC_DEBIT,5919.67,,
DEBIT,03/10/2025,"OPUS VIRTUAL OFFICES L 561-9886900 FL        03/08",-99.00,DEBIT_CARD,6919.67,,
DEBIT,03/10/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/08",-34.12,DEBIT_CARD,7018.67,,
DEBIT,03/10/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/07",-11.10,DEBIT_CARD,7052.79,,
DEBIT,03/10/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/07",-100.00,DEBIT_CARD,7063.89,,
DEBIT,03/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               03/07",-52.50,DEBIT_CARD,7163.89,,
DEBIT,03/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        03/07",-497.00,DEBIT_CARD,7216.39,,
CREDIT,03/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015277640 EED:250304   IND ID:ST-X4V1Z4E2K6W5              IND NAME:GABRIEL GOERTZEN TRN: 0635277640TC",1844.60,ACH_CREDIT,7713.39,,
DEBIT,03/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250303 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028692963 EED:250303   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   68124098 TRN: 0628692963TC",-2000.00,MISC_DEBIT,5868.79,,
DEBIT,03/03/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23903979125 reference#: 9903979125RX 03/03",-1000.00,ACCT_XFER,7868.79,,
DEBIT,03/03/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/01",-11.10,DEBIT_CARD,8868.79,,
DEBIT,03/03/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              02/28",-100.00,DEBIT_CARD,8879.89,,
DEBIT,03/03/2025,"TWILIO INC TWILIO.COM CA                     02/28",-90.02,DEBIT_CARD,8979.89,,
CREDIT,03/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016566546 EED:250303   IND ID:ST-G4V1Q2V5Y4Q6              IND NAME:GABRIEL GOERTZEN TRN: 0626566546TC",2912.70,ACH_CREDIT,9069.91,,
DEBIT,02/28/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,6157.21,,
DEBIT,02/28/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250228 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028390592 EED:250228   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   67900847 TRN: 0598390592TC",-40.00,MISC_DEBIT,6172.21,,
DEBIT,02/28/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250228 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028390576 EED:250228   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   67900431 TRN: 0598390576TC",-50.00,MISC_DEBIT,6212.21,,
DEBIT,02/27/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 02/27",-11.10,DEBIT_CARD,6262.21,,
DEBIT,02/26/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250226 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023695257 EED:250226   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   67777949 TRN: 0573695257TC",-175.79,MISC_DEBIT,6273.31,,
DEBIT,02/25/2025,"TFU/CALLCENTERMASTERY HIGH WYCOMBE           02/25",-199.00,DEBIT_CARD,6449.10,,
DEBIT,02/25/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 02/24",-11.10,DEBIT_CARD,6648.10,,
DEBIT,02/24/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250224 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024180372 EED:250224   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   67635113 TRN: 0554180372TC",-900.00,MISC_DEBIT,6659.20,,
DEBIT,02/24/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23812578930 reference#: 9812578930RX 02/24",-1000.00,ACCT_XFER,7559.20,,
DEBIT,02/24/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              02/22",-100.00,DEBIT_CARD,8559.20,,
CREDIT,02/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016115338 EED:250224   IND ID:ST-H0R3S5K7F6U8              IND NAME:GABRIEL GOERTZEN TRN: 0556115338TC",2028.30,ACH_CREDIT,8659.20,,
CREDIT,02/21/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010893460 EED:250221   IND ID:ST-N6U0T4S3S8M2              IND NAME:GABRIEL GOERTZEN TRN: 0520893460TC",6117.00,ACH_CREDIT,6630.90,,
DEBIT,02/20/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250220 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023496871 EED:250220   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   67495118 TRN: 0513496871TC",-300.00,MISC_DEBIT,513.90,,
DEBIT,02/20/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23789999710 reference#: 9789999710RX 02/20",-500.00,ACCT_XFER,813.90,,
DEBIT,02/20/2025,"NOTION LABS, INC. WWW.NOTION.SO CA           02/19",-30.90,DEBIT_CARD,1313.90,,
DEBIT,02/19/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        02/18",-297.00,DEBIT_CARD,1344.80,,
DEBIT,02/18/2025,"WWW.APPOINTWISE.IO BILLINGSHURST             02/17",-297.00,DEBIT_CARD,1641.80,,
DEBIT,02/18/2025,"TWILIO INC TWILIO.COM CA                     02/17",-90.73,DEBIT_CARD,1938.80,,
DEBIT,02/14/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              02/14",-100.00,DEBIT_CARD,2029.53,,
DEBIT,02/13/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:2005032111 DESC DATE:250213 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000023580131 EED:250213   IND ID:W2992                        IND NAME:GABRIEL GOERTZEN                                                                                             ER AM TRN: 0443580131TC",-258.87,ACH_DEBIT,2129.53,,
DEBIT,02/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250212 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024771630 EED:250212   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   67074526 TRN: 0434771630TC",-800.00,MISC_DEBIT,2388.40,,
DEBIT,02/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250212 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024771628 EED:250212   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   67074465 TRN: 0434771628TC",-1000.00,MISC_DEBIT,3188.40,,
DEBIT,02/10/2025,"OPUS VIRTUAL OFFICES L 561-9886900 FL        02/08",-99.00,DEBIT_CARD,4188.40,,
DEBIT,02/10/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 02/08",-34.12,DEBIT_CARD,4287.40,,
DEBIT,02/10/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              02/08",-100.00,DEBIT_CARD,4321.52,,
DEBIT,02/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               02/07",-65.77,DEBIT_CARD,4421.52,,
DEBIT,02/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        02/07",-497.00,DEBIT_CARD,4487.29,,
DEBIT,02/07/2025,"TWILIO INC TWILIO.COM CA                     02/07",-90.02,DEBIT_CARD,4984.29,,
DEBIT,02/06/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 02/06",-11.10,DEBIT_CARD,5074.31,,
DEBIT,02/04/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 02/03",-11.10,DEBIT_CARD,5085.41,,
CREDIT,02/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017990725 EED:250204   IND ID:ST-U4E3Y6D0N8C4              IND NAME:GABRIEL GOERTZEN TRN: 0357990725TC",2815.30,ACH_CREDIT,5096.51,,
DEBIT,02/03/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23604681158 reference#: 9604681158RX 02/03",-1000.00,ACCT_XFER,2281.21,,
DEBIT,02/03/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              02/01",-100.00,DEBIT_CARD,3281.21,,
DEBIT,01/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,3381.21,,
DEBIT,01/30/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250130 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020229324 EED:250130   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   66373939 TRN: 0300229324TC",-2500.00,MISC_DEBIT,3396.21,,
DEBIT,01/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 01/30",-11.10,DEBIT_CARD,5896.21,,
CREDIT,01/29/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012983337 EED:250129   IND ID:ST-G9K9V5R1S2S3              IND NAME:GABRIEL GOERTZEN TRN: 0292983337TC",1897.90,ACH_CREDIT,5907.31,,
DEBIT,01/28/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 01/27",-11.10,DEBIT_CARD,4009.41,,
DEBIT,01/28/2025,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              01/27",-100.00,DEBIT_CARD,4020.51,,
CREDIT,01/28/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018696785 EED:250128   IND ID:ST-U6G3J6F9S0I6              IND NAME:GABRIEL GOERTZEN TRN: 0288696785TC",2031.30,ACH_CREDIT,4120.51,,
DEBIT,01/27/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250127 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000021588680 EED:250127   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   66196341 TRN: 0271588680TC",-750.00,MISC_DEBIT,2089.21,,
DEBIT,01/27/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23519740932 reference#: 9519740932RX 01/27",-6000.00,ACCT_XFER,2839.21,,
DEBIT,01/27/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014427628 EED:250127   IND ID:ST-H4H9G1E8X8Q3              IND NAME:GABRIEL GOERTZEN TRN: 0274427628TC",-10.50,ACH_DEBIT,8839.21,,
DEBIT,01/27/2025,"TFU/CALLCENTERMASTERY HIGH WYCOMBE           01/25",-199.00,DEBIT_CARD,8849.71,,
DEBIT,01/27/2025,"TWILIO INC TWILIO.COM CA                     01/26",-90.01,DEBIT_CARD,9048.71,,
CREDIT,01/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013722152 EED:250124   IND ID:ST-H5I8Q5N7R6Y5              IND NAME:GABRIEL GOERTZEN TRN: 0243722152TC",2473.20,ACH_CREDIT,9138.72,,
CREDIT,01/23/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019783702 EED:250123   IND ID:ST-Q6D4F7X8W6A8              IND NAME:GABRIEL GOERTZEN TRN: 0239783702TC",5202.02,ACH_CREDIT,6665.52,,
DEBIT,01/22/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017940485 EED:250122   IND ID:ST-X6W0T5I8S4O7              IND NAME:GABRIEL GOERTZEN TRN: 0227940485TC",-450.00,ACH_DEBIT,1463.50,,
DEBIT,01/22/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              01/21",-100.00,DEBIT_CARD,1913.50,,
DEBIT,01/21/2025,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         01/20EC",-1.09,FEE_TRANSACTION,2013.50,,
DEBIT,01/21/2025,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         01/20EC",-2.89,FEE_TRANSACTION,2014.59,,
DEBIT,01/21/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250121 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026441662 EED:250121   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   65867796 TRN: 0216441662TC",-869.00,MISC_DEBIT,2017.48,,
DEBIT,01/21/2025,"EC          *3PRODUTOS HORTOLNDIA            01/20 BR Real    219.00 X 0.1659361 (EXCHG RTE)",-36.34,DEBIT_CARD,2886.48,,
DEBIT,01/21/2025,"EC          *3PRODUT BELO HORIZONT           01/20 BR Real    582.11 X 0.1659480 (EXCHG RTE)",-96.60,DEBIT_CARD,2922.82,,
DEBIT,01/21/2025,"NOTION LABS, INC. NOTION.SO CA               01/19",-46.00,DEBIT_CARD,3019.42,,
DEBIT,01/21/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        01/18",-297.00,DEBIT_CARD,3065.42,,
DEBIT,01/17/2025,"WWW.APPOINTWISE.IO BILLINGSHURST             01/17",-297.00,DEBIT_CARD,3362.42,,
DEBIT,01/17/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              01/16",-100.00,DEBIT_CARD,3659.42,,
DEBIT,01/17/2025,"TWILIO INC TWILIO.COM CA                     01/17",-90.00,DEBIT_CARD,3759.42,,
CREDIT,01/16/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019119457 EED:250116   IND ID:ST-M7P0Y0W6B1I7              IND NAME:GABRIEL GOERTZEN TRN: 0169119457TC",436.65,ACH_CREDIT,3849.42,,
DEBIT,01/15/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250115 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028886425 EED:250115   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   65663129 TRN: 0158886425TC",-500.00,MISC_DEBIT,3412.77,,
